rank,name,url,content_richness_score,article_length,section_count,infobox_field_count,image_count,reference_count,limited_content
3298,Ottoman–Portuguese confrontations,https://en.wikipedia.org/wiki/Ottoman%E2%80%93Portuguese_confrontations,36.92,3586,2,0,0,3,false
3299,WTNV,https://en.wikipedia.org/wiki/WTNV,36.92,2519,1,15,0,4,false
3300,Ibrahim Al-Khub,https://en.wikipedia.org/wiki/Ibrahim_Al-Khub,36.93,3245,1,18,0,2,false
3301,Olga Korosteleva,https://en.wikipedia.org/wiki/Olga_Korosteleva,36.94,2816,3,0,0,3,false
3302,Aglaophenia pluma,https://en.wikipedia.org/wiki/Aglaophenia_pluma,36.95,2184,3,9,0,2,false
3303,Marshall Gauvin,https://en.wikipedia.org/wiki/Marshall_Gauvin,36.96,3216,2,0,0,4,false
3304,Umar Mosque (Leicester),https://en.wikipedia.org/wiki/Umar_Mosque_(Leicester),36.97,4200,1,12,0,1,false
3305,Jacek Protasiewicz,https://en.wikipedia.org/wiki/Jacek_Protasiewicz,36.98,3476,3,0,1,0,false
3306,Prime Suspect (film),https://en.wikipedia.org/wiki/Prime_Suspect_(film),36.98,2900,2,9,0,2,false
3307,"Smålands nation, Uppsala","https://en.wikipedia.org/wiki/Sm%C3%A5lands_nation,_Uppsala",36.98,3757,2,7,0,1,false
3308,Suzhuang station,https://en.wikipedia.org/wiki/Suzhuang_station,36.99,2204,3,15,0,1,false
3309,1957 Offaly Senior Hurling Championship,https://en.wikipedia.org/wiki/1957_Offaly_Senior_Hurling_Championship,36.99,2812,2,3,0,4,false
3310,"Santiago District, Ica","https://en.wikipedia.org/wiki/Santiago_District,_Ica",37.01,3027,1,13,1,1,false
3311,John Gloninger,https://en.wikipedia.org/wiki/John_Gloninger,37.02,3439,3,8,0,0,false
3312,Masayuki Kakefu,https://en.wikipedia.org/wiki/Masayuki_Kakefu,37.03,3169,1,11,0,3,false
3313,Slot route operator,https://en.wikipedia.org/wiki/Slot_route_operator,37.05,2047,3,0,0,6,false
3314,Run Samson Run,https://en.wikipedia.org/wiki/Run_Samson_Run,37.07,2327,3,8,0,2,false
3315,Joseph A. McGinnies,https://en.wikipedia.org/wiki/Joseph_A._McGinnies,37.07,4718,3,0,0,0,false
3316,Gangara,https://en.wikipedia.org/wiki/Gangara,37.07,2470,2,9,0,3,false
3317,"Nanhu Township, Xinjiang","https://en.wikipedia.org/wiki/Nanhu_Township,_Xinjiang",37.07,3851,1,10,0,2,false
3318,Peverill Squire,https://en.wikipedia.org/wiki/Peverill_Squire,37.08,2629,4,0,0,2,false
3319,Amos Edwin Botsford,https://en.wikipedia.org/wiki/Amos_Edwin_Botsford,37.09,4076,1,14,0,1,false
3320,Sanjao sam noćas da te nemam (Velike rock balade),https://en.wikipedia.org/wiki/Sanjao_sam_no%C4%87as_da_te_nemam_(Velike_rock_balade),37.1,3593,3,7,0,0,false
3321,"Louis Charles, Duke of Schleswig-Holstein-Sonderburg-Franzhagen","https://en.wikipedia.org/wiki/Louis_Charles,_Duke_of_Schleswig-Holstein-Sonderburg-Franzhagen",37.1,3018,4,6,0,0,false
3322,Rebecca J. Troisi,https://en.wikipedia.org/wiki/Rebecca_J._Troisi,37.11,2827,3,4,0,2,false
3323,Hans-Dieter Brenner,https://en.wikipedia.org/wiki/Hans-Dieter_Brenner,37.13,3104,2,4,0,3,false
3324,Pinecroft,https://en.wikipedia.org/wiki/Pinecroft,37.13,3320,1,10,0,3,false
3325,1907 in association football,https://en.wikipedia.org/wiki/1907_in_association_football,37.13,2347,6,0,0,1,false
3326,XPaint,https://en.wikipedia.org/wiki/XPaint,37.14,3074,1,7,0,5,false
3327,Lee Chang-won,https://en.wikipedia.org/wiki/Lee_Chang-won,37.14,3323,3,9,0,0,false
3328,Carnage Euphoria,https://en.wikipedia.org/wiki/Carnage_Euphoria,37.15,2206,4,8,0,1,false
3329,FIBT World Championships 1996,https://en.wikipedia.org/wiki/FIBT_World_Championships_1996,37.15,2930,5,1,0,0,false
3330,Ronnie Blackman,https://en.wikipedia.org/wiki/Ronnie_Blackman,37.16,3086,1,12,0,3,false
3331,Laphria sacrator,https://en.wikipedia.org/wiki/Laphria_sacrator,37.16,1906,2,9,0,5,false
3332,1819 North Carolina gubernatorial election,https://en.wikipedia.org/wiki/1819_North_Carolina_gubernatorial_election,37.17,3202,2,7,0,2,false
3333,Gordon Mackenzie,https://en.wikipedia.org/wiki/Gordon_Mackenzie,37.17,4566,1,10,0,1,false
3334,Dean Askew,https://en.wikipedia.org/wiki/Dean_Askew,37.17,3097,1,9,0,4,false
3335,Lucius Seth Huntington,https://en.wikipedia.org/wiki/Lucius_Seth_Huntington,37.18,4527,1,6,0,2,false
3336,Cory Parr,https://en.wikipedia.org/wiki/Cory_Parr,37.19,3505,1,13,0,2,false
3337,Fiiq (woreda),https://en.wikipedia.org/wiki/Fiiq_(woreda),37.21,5156,1,1,0,2,false
3338,Korenovsk (air base),https://en.wikipedia.org/wiki/Korenovsk_(air_base),37.21,3144,1,12,1,1,false
3339,Kjartan Rødland,https://en.wikipedia.org/wiki/Kjartan_R%C3%B8dland,37.21,3121,2,4,0,3,false
3340,List of Canadian films of 1972,https://en.wikipedia.org/wiki/List_of_Canadian_films_of_1972,37.21,4951,1,0,0,3,false
3341,Barcode of Life Data System,https://en.wikipedia.org/wiki/Barcode_of_Life_Data_System,37.22,4105,1,0,0,5,false
3342,Yamganghin,https://en.wikipedia.org/wiki/Yamganghin,37.22,3772,1,7,0,3,false
3343,Vicksburg Bridge,https://en.wikipedia.org/wiki/Vicksburg_Bridge,37.22,3140,2,12,0,1,false
3344,Aura II cabinet,https://en.wikipedia.org/wiki/Aura_II_cabinet,37.23,3838,2,7,0,1,false
3345,Stephen K. Williams,https://en.wikipedia.org/wiki/Stephen_K._Williams,37.25,3219,3,10,0,0,false
3346,Gareth Owen (pianist),https://en.wikipedia.org/wiki/Gareth_Owen_(pianist),37.26,3283,2,0,0,4,false
3347,Saint-Pierre-de-Clairac,https://en.wikipedia.org/wiki/Saint-Pierre-de-Clairac,37.27,1950,2,17,0,3,false
3348,Charles Robinson,https://en.wikipedia.org/wiki/Charles_Robinson,37.3,2931,6,0,0,0,false
3349,Northern Lights 220,https://en.wikipedia.org/wiki/Northern_Lights_220,37.34,4581,1,6,0,2,false
3350,Vaptistis,https://en.wikipedia.org/wiki/Vaptistis,37.34,2151,3,10,0,2,false
3351,Quest: The History of Spaceflight,https://en.wikipedia.org/wiki/Quest:_The_History_of_Spaceflight,37.34,2451,4,11,0,0,false
3352,The Savage Coast,https://en.wikipedia.org/wiki/The_Savage_Coast,37.35,3042,3,7,0,1,false
3353,1894–95 Belfast Charity Cup,https://en.wikipedia.org/wiki/1894%E2%80%9395_Belfast_Charity_Cup,37.37,2765,2,7,0,3,false
3354,Ecosystem-based disaster risk reduction,https://en.wikipedia.org/wiki/Ecosystem-based_disaster_risk_reduction,37.37,4473,1,0,0,4,false
3355,2025 Côte d'Ivoire Open,https://en.wikipedia.org/wiki/2025_C%C3%B4te_d%27Ivoire_Open,37.38,2640,3,6,0,2,false
3356,Mia-Maria Kjærsgaard-Andersen,https://en.wikipedia.org/wiki/Mia-Maria_Kj%C3%A6rsgaard-Andersen,37.39,2447,2,7,0,4,false
3357,Lar Dasar,https://en.wikipedia.org/wiki/Lar_Dasar,37.39,3512,1,9,0,3,false
3358,Klaus Mindrup,https://en.wikipedia.org/wiki/Klaus_Mindrup,37.4,2808,2,4,0,4,false
3359,"Grozești, Nisporeni","https://en.wikipedia.org/wiki/Groze%C8%99ti,_Nisporeni",37.4,4407,1,7,0,2,false
3360,Alice Bach,https://en.wikipedia.org/wiki/Alice_Bach,37.41,3426,3,0,0,2,false
3361,Without the King,https://en.wikipedia.org/wiki/Without_the_King,37.42,3002,1,8,0,5,false
3362,Uruguay at the 1995 Pan American Games,https://en.wikipedia.org/wiki/Uruguay_at_the_1995_Pan_American_Games,37.44,2987,3,3,2,0,false
3363,Beyond Justice,https://en.wikipedia.org/wiki/Beyond_Justice,37.44,3029,3,12,0,0,false
3364,Siphonodon australis,https://en.wikipedia.org/wiki/Siphonodon_australis,37.45,1934,4,11,0,1,false
3365,Andalusia Rams,https://en.wikipedia.org/wiki/Andalusia_Rams,37.46,2907,3,4,0,2,false
3366,KSDZ,https://en.wikipedia.org/wiki/KSDZ,37.46,2710,1,13,0,4,false
3367,Roy Limbert,https://en.wikipedia.org/wiki/Roy_Limbert,37.46,3433,3,0,0,2,false
3368,1950 United States Senate election in Connecticut,https://en.wikipedia.org/wiki/1950_United_States_Senate_election_in_Connecticut,37.46,3727,2,8,0,1,false
3369,Association of Talent Agents,https://en.wikipedia.org/wiki/Association_of_Talent_Agents,37.48,3268,2,7,0,2,false
3370,Táplánszentkereszt,https://en.wikipedia.org/wiki/T%C3%A1pl%C3%A1nszentkereszt,37.49,2317,1,11,1,3,false
3371,Kim Birke,https://en.wikipedia.org/wiki/Kim_Birke,37.51,2665,1,14,0,4,false
3372,Inesh,https://en.wikipedia.org/wiki/Inesh,37.51,2666,3,6,0,2,false
3373,Zsolt Tatár,https://en.wikipedia.org/wiki/Zsolt_Tat%C3%A1r,37.51,3075,2,5,0,3,false
3374,Danshina,https://en.wikipedia.org/wiki/Danshina,37.51,2937,2,6,0,3,false
3375,1924–25 Sussex County Football League,https://en.wikipedia.org/wiki/1924%E2%80%9325_Sussex_County_Football_League,37.52,3699,2,4,0,2,false
3376,Silver Peak Railroad,https://en.wikipedia.org/wiki/Silver_Peak_Railroad,37.53,3077,1,0,1,5,false
3377,Century College,https://en.wikipedia.org/wiki/Century_College,37.54,3158,3,11,0,0,false
3378,Bulawayo Chiefs F.C.,https://en.wikipedia.org/wiki/Bulawayo_Chiefs_F.C.,37.54,3600,1,6,0,4,false
3379,Klánovice Forest,https://en.wikipedia.org/wiki/Kl%C3%A1novice_Forest,37.54,2683,1,0,2,6,false
3380,"Glubokoye, Voronezh Oblast","https://en.wikipedia.org/wiki/Glubokoye,_Voronezh_Oblast",37.54,2599,2,6,0,4,false
3381,Vissec,https://en.wikipedia.org/wiki/Vissec,37.55,1961,2,19,0,3,false
3382,Vedrana Malec,https://en.wikipedia.org/wiki/Vedrana_Malec,37.55,4025,1,3,0,4,false
3383,Etienne Luzac,https://en.wikipedia.org/wiki/Etienne_Luzac,37.56,3090,2,5,0,3,false
3384,Bathing in the New Economy,https://en.wikipedia.org/wiki/Bathing_in_the_New_Economy,37.56,2434,4,7,0,1,false
3385,2-12-2,https://en.wikipedia.org/wiki/2-12-2,37.59,2039,3,0,1,3,false
3386,Antoni Gausí,https://en.wikipedia.org/wiki/Antoni_Gaus%C3%AD,37.6,2555,2,14,0,2,false
3387,Orr Roadside Parking Area,https://en.wikipedia.org/wiki/Orr_Roadside_Parking_Area,37.6,3185,1,12,0,3,false
3388,Ghezala,https://en.wikipedia.org/wiki/Ghezala,37.61,4892,1,6,1,0,false
3389,Xinghu Jie station,https://en.wikipedia.org/wiki/Xinghu_Jie_station,37.63,2294,2,10,3,1,false
3390,"Mokeyevo, Kameshkovsky District, Vladimir Oblast","https://en.wikipedia.org/wiki/Mokeyevo,_Kameshkovsky_District,_Vladimir_Oblast",37.63,2961,2,6,0,3,false
3391,No. 8 Hose Station,https://en.wikipedia.org/wiki/No._8_Hose_Station,37.64,2496,3,0,1,2,false
3392,Žuljana,https://en.wikipedia.org/wiki/%C5%BDuljana,37.64,2679,2,12,0,2,false
3393,Zizyphia cleodorella,https://en.wikipedia.org/wiki/Zizyphia_cleodorella,37.65,2348,2,11,0,3,false
3394,Hugh VII of Lusignan,https://en.wikipedia.org/wiki/Hugh_VII_of_Lusignan,37.65,2619,3,0,0,4,false
3395,The Three Detectives (TV series),https://en.wikipedia.org/wiki/The_Three_Detectives_(TV_series),37.65,2531,2,15,0,2,false
3396,Baba Shadi Shaheed,https://en.wikipedia.org/wiki/Baba_Shadi_Shaheed,37.65,4559,1,0,0,4,false
3397,Loubora,https://en.wikipedia.org/wiki/Loubora,37.65,3881,1,7,0,3,false
3398,List of municipalities in Ourense,https://en.wikipedia.org/wiki/List_of_municipalities_in_Ourense,37.66,5146,1,0,1,1,false
3399,Arsenate reductase (cytochrome c),https://en.wikipedia.org/wiki/Arsenate_reductase_(cytochrome_c),37.67,2661,1,15,0,4,false
3400,Savoir Flair,https://en.wikipedia.org/wiki/Savoir_Flair,37.68,2129,3,7,0,3,false
3401,Eco Market,https://en.wikipedia.org/wiki/Eco_Market,37.68,3115,2,5,0,3,false
3402,Micah Williams (painter),https://en.wikipedia.org/wiki/Micah_Williams_(painter),37.71,3338,1,3,1,3,false
3403,105th Squadron (JASDF),https://en.wikipedia.org/wiki/105th_Squadron_(JASDF),37.72,3127,3,7,0,1,false
3404,Malignant (book),https://en.wikipedia.org/wiki/Malignant_(book),37.72,2507,3,4,0,3,false
3405,Cégep de Rimouski,https://en.wikipedia.org/wiki/C%C3%A9gep_de_Rimouski,37.73,3200,3,11,0,0,false
3406,Seaton Dunes and Common,https://en.wikipedia.org/wiki/Seaton_Dunes_and_Common,37.73,3646,1,6,0,4,false
3407,"Kip, Croatia","https://en.wikipedia.org/wiki/Kip,_Croatia",37.74,2485,2,10,0,3,false
3408,Barroselas e Carvoeiro,https://en.wikipedia.org/wiki/Barroselas_e_Carvoeiro,37.74,2266,1,12,1,3,false
3409,Enough Is Enough (April Wine song),https://en.wikipedia.org/wiki/Enough_Is_Enough_(April_Wine_song),37.74,2143,3,7,0,3,false
3410,List of flag bearers for Laos at the Olympics,https://en.wikipedia.org/wiki/List_of_flag_bearers_for_Laos_at_the_Olympics,37.75,4154,1,2,0,4,false
3411,Gerhard Wolter Molanus,https://en.wikipedia.org/wiki/Gerhard_Wolter_Molanus,37.75,3244,2,0,1,2,false
3412,Oceania Junior Badminton Championships,https://en.wikipedia.org/wiki/Oceania_Junior_Badminton_Championships,37.79,4963,3,0,0,0,false
3413,Helen King (oncologist),https://en.wikipedia.org/wiki/Helen_King_(oncologist),37.79,3349,2,3,0,3,false
3414,Pavelló Barris Nord,https://en.wikipedia.org/wiki/Pavell%C3%B3_Barris_Nord,37.79,3190,2,5,1,1,false
3415,Jerry O'Sullivan (musician),https://en.wikipedia.org/wiki/Jerry_O%27Sullivan_(musician),37.81,3794,2,4,0,2,false
3416,Maritime history of Colonial America,https://en.wikipedia.org/wiki/Maritime_history_of_Colonial_America,37.82,6173,2,0,0,0,false
3417,Pseudocleobis,https://en.wikipedia.org/wiki/Pseudocleobis,37.82,2719,2,12,0,2,false
3418,Clip and scotch,https://en.wikipedia.org/wiki/Clip_and_scotch,37.82,3063,3,0,1,1,false
3419,Nantmor,https://en.wikipedia.org/wiki/Nantmor,37.84,3898,1,11,0,2,false
3420,"Kinnaird, British Columbia","https://en.wikipedia.org/wiki/Kinnaird,_British_Columbia",37.84,2659,3,0,0,4,false
3421,"Prevention of Cruelty to, and Protection of, Children Act 1889","https://en.wikipedia.org/wiki/Prevention_of_Cruelty_to,_and_Protection_of,_Children_Act_1889",37.85,3018,2,6,0,3,false
3422,"Soucy, Aisne","https://en.wikipedia.org/wiki/Soucy,_Aisne",37.85,2065,2,17,0,3,false
3423,Ursula of Brandenburg,https://en.wikipedia.org/wiki/Ursula_of_Brandenburg,37.87,3361,2,7,0,2,false
3424,Ga'ewa,https://en.wikipedia.org/wiki/Ga%27ewa,37.89,3849,2,0,0,3,false
3425,WSNT-FM,https://en.wikipedia.org/wiki/WSNT-FM,37.92,2215,2,13,0,3,false
3426,Kobe Shukugawa Gakuin University,https://en.wikipedia.org/wiki/Kobe_Shukugawa_Gakuin_University,37.93,3055,4,7,0,0,false
3427,Global Mall Pingtung,https://en.wikipedia.org/wiki/Global_Mall_Pingtung,37.93,2671,2,6,0,4,false
3428,Swedish Commission on Security and Integrity Protection,https://en.wikipedia.org/wiki/Swedish_Commission_on_Security_and_Integrity_Protection,37.94,3547,1,7,0,4,false
3429,Axel Gabriel Sjöström,https://en.wikipedia.org/wiki/Axel_Gabriel_Sj%C3%B6str%C3%B6m,37.95,1914,4,0,1,2,false
3430,Bob Dro,https://en.wikipedia.org/wiki/Bob_Dro,37.96,4231,1,9,0,2,false
3431,"Easley, Iowa","https://en.wikipedia.org/wiki/Easley,_Iowa",37.96,2630,2,9,0,3,false
3432,Diandongpetalichthys,https://en.wikipedia.org/wiki/Diandongpetalichthys,37.98,2410,3,9,0,2,false
3433,"Qayınlıq, Vysokogorsky District","https://en.wikipedia.org/wiki/Qay%C4%B1nl%C4%B1q,_Vysokogorsky_District",37.98,2774,3,6,0,2,false
3434,John Boardman (merchant),https://en.wikipedia.org/wiki/John_Boardman_(merchant),37.98,4033,1,0,0,6,false
3435,"Brnica, Hrastnik","https://en.wikipedia.org/wiki/Brnica,_Hrastnik",37.98,4237,1,9,0,2,false
3436,Ma Ke (composer),https://en.wikipedia.org/wiki/Ma_Ke_(composer),37.98,4298,1,0,0,5,false
3437,Mahant Raja Ghasi Das,https://en.wikipedia.org/wiki/Mahant_Raja_Ghasi_Das,38.0,2303,2,8,1,2,false
3438,"European School, Mol","https://en.wikipedia.org/wiki/European_School,_Mol",38.0,3699,1,13,0,2,false
3439,Upamanyu,https://en.wikipedia.org/wiki/Upamanyu,38.0,3299,2,4,0,3,false
3440,Confederación Revolucionaria de Trabajadores,https://en.wikipedia.org/wiki/Confederaci%C3%B3n_Revolucionaria_de_Trabajadores,38.02,3482,1,0,0,9,false
3441,Acrosin binding protein,https://en.wikipedia.org/wiki/Acrosin_binding_protein,38.04,1416,2,43,0,5,false
3442,Globoče,https://en.wikipedia.org/wiki/Globo%C4%8De,38.04,4261,1,9,0,2,false
3443,Glyphostoma neglecta,https://en.wikipedia.org/wiki/Glyphostoma_neglecta,38.05,1659,3,12,0,3,false
3444,Divorce (Insanity and Desertion) Act 1958,https://en.wikipedia.org/wiki/Divorce_(Insanity_and_Desertion)_Act_1958,38.06,3694,1,4,0,5,false
3445,Novoselovsky Lesouchastok,https://en.wikipedia.org/wiki/Novoselovsky_Lesouchastok,38.07,3059,2,6,0,3,false
3446,Universe 4,https://en.wikipedia.org/wiki/Universe_4,38.08,2524,3,13,0,1,false
3447,Alexianne Castel,https://en.wikipedia.org/wiki/Alexianne_Castel,38.08,3659,1,14,0,2,false
3448,"Sanctuary della Foresta, Rieti","https://en.wikipedia.org/wiki/Sanctuary_della_Foresta,_Rieti",38.08,2615,2,0,3,3,false
3449,2025 Chicago Men's Challenger,https://en.wikipedia.org/wiki/2025_Chicago_Men%27s_Challenger,38.09,3359,3,6,0,1,false
3450,Jonny Saves Nebrador,https://en.wikipedia.org/wiki/Jonny_Saves_Nebrador,38.09,3897,2,8,0,1,false
3451,Sarfarazganj metro station,https://en.wikipedia.org/wiki/Sarfarazganj_metro_station,38.1,2587,2,7,0,4,false
3452,"Charles William, Margrave of Baden-Rodemachern","https://en.wikipedia.org/wiki/Charles_William,_Margrave_of_Baden-Rodemachern",38.11,3510,3,5,0,1,false
3453,Bright and Shiny,https://en.wikipedia.org/wiki/Bright_and_Shiny,38.12,3577,2,6,0,2,false
3454,Binghamton Crosbys,https://en.wikipedia.org/wiki/Binghamton_Crosbys,38.12,3582,3,0,0,2,false
3455,"Initiation-specific alpha-1,6-mannosyltransferase","https://en.wikipedia.org/wiki/Initiation-specific_alpha-1,6-mannosyltransferase",38.13,5058,1,16,0,0,false
3456,TSS St David (1947),https://en.wikipedia.org/wiki/TSS_St_David_(1947),38.14,3580,2,6,0,2,false
3457,Psilorhynchus hamiltoni,https://en.wikipedia.org/wiki/Psilorhynchus_hamiltoni,38.14,1775,3,11,0,3,false
3458,Ethan Allen House and Gun Shop,https://en.wikipedia.org/wiki/Ethan_Allen_House_and_Gun_Shop,38.17,3462,1,8,0,4,false
3459,Decaphora,https://en.wikipedia.org/wiki/Decaphora,38.17,2467,2,11,0,3,false
3460,120s BC,https://en.wikipedia.org/wiki/120s_BC,38.17,295,4,0,0,29,false
3461,1991 Grand Prix de Tennis de Lyon,https://en.wikipedia.org/wiki/1991_Grand_Prix_de_Tennis_de_Lyon,38.17,2577,2,10,0,3,false
3462,Padaj silo i nepravdo,https://en.wikipedia.org/wiki/Padaj_silo_i_nepravdo,38.18,3215,2,0,0,5,false
3463,"Olgino, Vladimir Oblast","https://en.wikipedia.org/wiki/Olgino,_Vladimir_Oblast",38.18,3091,2,6,0,3,false
3464,Spahovići,https://en.wikipedia.org/wiki/Spahovi%C4%87i,38.21,2920,2,11,0,2,false
3465,Aizis (castra),https://en.wikipedia.org/wiki/Aizis_(castra),38.21,3164,1,16,1,1,false
3466,Humphrey Leech,https://en.wikipedia.org/wiki/Humphrey_Leech,38.21,3604,3,0,0,2,false
3467,Abe Hall,https://en.wikipedia.org/wiki/Abe_Hall,38.21,3469,1,8,0,4,false
3468,Mariano Mina,https://en.wikipedia.org/wiki/Mariano_Mina,38.22,3190,2,15,0,1,false
3469,Pavle Ingorokva,https://en.wikipedia.org/wiki/Pavle_Ingorokva,38.23,3993,2,0,1,1,false
3470,Ghost of a Chance (Rush song),https://en.wikipedia.org/wiki/Ghost_of_a_Chance_(Rush_song),38.24,2333,3,10,0,2,false
3471,Luciano Motroni,https://en.wikipedia.org/wiki/Luciano_Motroni,38.24,2876,2,0,1,3,false
3472,2014 UCI Mountain Bike & Trials World Championships – Men's under-23 cross-country,https://en.wikipedia.org/wiki/2014_UCI_Mountain_Bike_%26_Trials_World_Championships_%E2%80%93_Men%27s_under-23_cross-country,38.24,6383,2,0,0,0,false
3473,Bernard Salanié,https://en.wikipedia.org/wiki/Bernard_Salani%C3%A9,38.24,2882,2,5,0,4,false
3474,Martinak State Park,https://en.wikipedia.org/wiki/Martinak_State_Park,38.25,3337,1,9,0,4,false
3475,Matteo Pelliciari,https://en.wikipedia.org/wiki/Matteo_Pelliciari,38.26,4389,1,14,0,1,false
3476,List of cowboys and cowgirls,https://en.wikipedia.org/wiki/List_of_cowboys_and_cowgirls,38.26,4149,4,0,0,0,false
3477,Marin Mišković,https://en.wikipedia.org/wiki/Marin_Mi%C5%A1kovi%C4%87,38.26,3071,2,20,0,1,false
3478,Richard Fortman,https://en.wikipedia.org/wiki/Richard_Fortman,38.27,2899,4,0,0,2,false
3479,John Michael Watson,https://en.wikipedia.org/wiki/John_Michael_Watson,38.27,3001,2,4,0,4,false
3480,Hongyazi Township,https://en.wikipedia.org/wiki/Hongyazi_Township,38.28,3736,1,9,0,3,false
3481,Jørn Strand,https://en.wikipedia.org/wiki/J%C3%B8rn_Strand,38.29,2817,2,0,0,7,false
3482,Dryobalanops beccarii,https://en.wikipedia.org/wiki/Dryobalanops_beccarii,38.3,3251,1,13,0,3,false
3483,Citrus oxanthera,https://en.wikipedia.org/wiki/Citrus_oxanthera,38.3,2299,2,13,0,3,false
3484,Dopastin,https://en.wikipedia.org/wiki/Dopastin,38.31,2847,1,14,0,4,false
3485,Pierre Prévost (painter),https://en.wikipedia.org/wiki/Pierre_Pr%C3%A9vost_(painter),38.32,3437,2,4,1,1,false
3486,Clomipramine/sildenafil,https://en.wikipedia.org/wiki/Clomipramine/sildenafil,38.32,4555,1,4,0,3,false
3487,2023 Cameroonian senatorial election,https://en.wikipedia.org/wiki/2023_Cameroonian_senatorial_election,38.32,3948,2,0,0,3,false
3488,Alt,https://en.wikipedia.org/wiki/Alt,38.32,2824,8,0,0,0,false
3489,Chester Ray Benjamin,https://en.wikipedia.org/wiki/Chester_Ray_Benjamin,38.33,3496,1,8,0,4,false
3490,A1086 road,https://en.wikipedia.org/wiki/A1086_road,38.33,3005,3,6,1,0,false
3491,Czarny Bór,https://en.wikipedia.org/wiki/Czarny_B%C3%B3r,38.35,2595,3,8,0,2,false
3492,Ravi Shankar Jha,https://en.wikipedia.org/wiki/Ravi_Shankar_Jha,38.36,2951,2,11,0,2,false
3493,Inter-American Defense Board Medal,https://en.wikipedia.org/wiki/Inter-American_Defense_Board_Medal,38.36,3432,3,6,0,1,false
3494,John W. Willey,https://en.wikipedia.org/wiki/John_W._Willey,38.37,3209,2,9,0,2,false
3495,Ulmus 'Kansas Hybrid',https://en.wikipedia.org/wiki/Ulmus_%27Kansas_Hybrid%27,38.38,2038,5,3,0,2,false
3496,List of ministers of the Federal Capital Territory (Nigeria),https://en.wikipedia.org/wiki/List_of_ministers_of_the_Federal_Capital_Territory_(Nigeria),38.38,7258,1,5,0,0,false
3497,"Confederate Memorial Arch (Cleburne, Texas)","https://en.wikipedia.org/wiki/Confederate_Memorial_Arch_(Cleburne,_Texas)",38.39,2941,2,1,0,5,false
3498,1917 Puerto Rican general election,https://en.wikipedia.org/wiki/1917_Puerto_Rican_general_election,38.4,5387,2,0,0,1,false
3499,Tutelina similis,https://en.wikipedia.org/wiki/Tutelina_similis,38.42,2075,1,12,1,4,false
3500,Undis Blikken,https://en.wikipedia.org/wiki/Undis_Blikken,38.43,3221,1,5,0,7,false
3501,Pinnatella,https://en.wikipedia.org/wiki/Pinnatella,38.44,3991,2,8,0,1,false
3502,Yuryaku Seamount,https://en.wikipedia.org/wiki/Yuryaku_Seamount,38.44,3278,2,5,0,3,false
3503,Akintunde Warnock,https://en.wikipedia.org/wiki/Akintunde_Warnock,38.48,3184,4,1,0,1,false
3504,DZVM,https://en.wikipedia.org/wiki/DZVM,38.48,3134,1,17,0,3,false
3505,Ben Thomas (American football),https://en.wikipedia.org/wiki/Ben_Thomas_(American_football),38.49,3240,1,14,0,3,false
3506,"Rod McDonald (footballer, born 1967)","https://en.wikipedia.org/wiki/Rod_McDonald_(footballer,_born_1967)",38.51,3181,1,16,0,3,false
3507,Bismuth iodate,https://en.wikipedia.org/wiki/Bismuth_iodate,38.51,3244,1,14,0,3,false
3508,Uroteuthis duvaucelii,https://en.wikipedia.org/wiki/Uroteuthis_duvaucelii,38.52,3117,2,10,0,2,false
3509,Emilio Gallori,https://en.wikipedia.org/wiki/Emilio_Gallori,38.54,2710,2,0,3,3,false
3510,"Tambaga, Mali","https://en.wikipedia.org/wiki/Tambaga,_Mali",38.55,4749,1,7,0,2,false
3511,Pélézi,https://en.wikipedia.org/wiki/P%C3%A9l%C3%A9zi,38.56,4405,1,9,0,2,false
3512,Madeleine-Françoise Calais,https://en.wikipedia.org/wiki/Madeleine-Fran%C3%A7oise_Calais,38.56,3300,2,0,0,5,false
3513,Gornja Vratna Gora,https://en.wikipedia.org/wiki/Gornja_Vratna_Gora,38.59,3012,2,11,0,2,false
3514,Abdul Qahar Wadan,https://en.wikipedia.org/wiki/Abdul_Qahar_Wadan,38.59,3170,2,3,0,4,false
3515,Muslim Independent Party (Bosnia and Herzegovina),https://en.wikipedia.org/wiki/Muslim_Independent_Party_(Bosnia_and_Herzegovina),38.59,3690,3,0,0,2,false
3516,I'm Beginning to See the Light (David Grisman and Martin Taylor album),https://en.wikipedia.org/wiki/I%27m_Beginning_to_See_the_Light_(David_Grisman_and_Martin_Taylor_album),38.6,2938,3,10,0,1,false
3517,Vinicio Paladini,https://en.wikipedia.org/wiki/Vinicio_Paladini,38.61,3550,2,3,0,3,false
3518,You Can't Have My Love,https://en.wikipedia.org/wiki/You_Can%27t_Have_My_Love,38.64,2555,2,11,0,3,false
3519,Cora (1812 Baltimore ship),https://en.wikipedia.org/wiki/Cora_(1812_Baltimore_ship),38.64,3673,1,10,0,3,false
3520,Pomegranate Seed,https://en.wikipedia.org/wiki/Pomegranate_Seed,38.66,3141,2,10,0,2,false
3521,Tokugawa Munetada,https://en.wikipedia.org/wiki/Tokugawa_Munetada,38.66,3250,3,0,1,1,false
3522,Spigelia anthelmia,https://en.wikipedia.org/wiki/Spigelia_anthelmia,38.68,2588,1,13,4,2,false
3523,Mirosternus sordidus,https://en.wikipedia.org/wiki/Mirosternus_sordidus,38.69,3035,1,10,0,5,false
